ACWL	MULTI UNITS FRANCE	LYXOR ETF MSCI ACWI £	FR0011093418	ETFS	ETFs	Financials	Financial Services	12/09/2013	France	GBX	MAIN MARKET		ETF2	EFEU
ACWU	MULTI UNITS FRANCE	LYXOR ETF MSCI ACWI $	FR0011093418	ETFS	ETFs	Financials	Financial Services	12/09/2013	France	USD	MAIN MARKET		ETFS	ETEU
CNAA	MULTI UNITS FRANCE	LYX ETF FORTUNESG MSCICHINA A(DR) ACC	FR0011720911	ETFS	ETFs	Financials	Financial Services	09/09/2014	France	USD	MAIN MARKET		ETFS	ETEU
CNAL	MULTI UNITS FRANCE	LYX ETF FORTUNESG MSCICHINA A(DR) ACC	FR0011720911	ETFS	ETFs	Financials	Financial Services	09/09/2014	France	GBX	MAIN MARKET		ETF2	EFEU
CSHD	MULTI UNITS FRANCE	LYXOR EURO CASH - ACC	FR0010510800	ETFS	ETFs	Financials	Financial Services	27/02/2015	France	USD	MAIN MARKET		ETFS	ETEU
CSIA	MULTI UNITS FRANCE	LYXOR UCITS ETF CSI 300 A-SHARE C-USD $	FR0011526904	ETFS	ETFs	Financials	Financial Services	09/10/2013	France	USD	MAIN MARKET		ETFS	ETEU
CSIL	MULTI UNITS FRANCE	LYXOR UCITS ETF CSI 300 A-SHARE C-USD £	FR0011526904	ETFS	ETFs	Financials	Financial Services	09/10/2013	France	GBX	MAIN MARKET		ETF2	EFEU
DSUG	MULTI UNITS FRANCE	LYX ETF 10Y US T DAILY SHORT ACC	FR0011607084	ETFS	ETFs	Financials	Financial Services	14/02/2014	France	GBX	MAIN MARKET		ETF2	EFEU
DSUS	MULTI UNITS FRANCE	LYX ETF 10Y US T DAILY SHORT ACC	FR0011607084	ETFS	ETFs	Financials	Financial Services	14/02/2014	France	USD	MAIN MARKET		ETFS	ETEU
INDL	MULTI UNITS FRANCE	LYXOR ETF MSCI INDONESIA £	FR0011070374	ETFS	ETFs	Financials	Financial Services	12/09/2013	France	GBX	MAIN MARKET		ETF2	EFEU
INDO	MULTI UNITS FRANCE	LYXOR ETF MSCI INDONESIA $	FR0011070374	ETFS	ETFs	Financials	Financial Services	12/09/2013	France	USD	MAIN MARKET		ETFS	ETEU
JPNL	MULTI UNITS FRANCE	LYXOR JAPAN (TOPIX) - DIST	FR0010245514	ETFS	ETFs	Financials	Financial Services	15/11/2012	France	GBX	MAIN MARKET		ETFS	ETEU
JPNU	MULTI UNITS FRANCE	LYXOR JAPAN (TOPIX) - DIST $	FR0010245514	ETFS	ETFs	Financials	Financial Services	12/09/2013	France	USD	MAIN MARKET		ETF2	EFEU
L250	MULTI UNITS FRANCE	LYXOR ETF FTSE 250	FR0010438135	ETFS	ETFs	Financials	Financial Services	15/05/2007	France	GBX	MAIN MARKET	Standard Shares	ETFS	ETFL
LEMB	MULTI UNITS FRANCE	LYXOR ETF IBOXX$ LIQUID EM MKT SOVEREIGN	FR0010967323	ETFS	ETFs	Financials	Financial Services	20/01/2011	France	USD	MAIN MARKET		ETFS	ETEU
LEMD	MULTI UNITS FRANCE	LYXOR ETF MSCI EMERGING MARKETS	FR0010435297	ETFS	ETFs	Financials	Financial Services	15/11/2012	France	USD	MAIN MARKET		ETF2	EFEU
LEML	MULTI UNITS FRANCE	LYXOR ETF MSCI EMERGING MARKETS	FR0010435297	ETFS	ETFs	Financials	Financial Services	15/11/2012	France	GBX	MAIN MARKET		ETFS	ETEU
LFAS	MULTI UNITS FRANCE	LYXOR ETF FTSE ALL SHARE	FR0010438150	ETFS	ETFs	Financials	Financial Services	15/05/2007	France	GBX	MAIN MARKET	Standard Shares	ETFS	ETFL
MEUG	MULTI UNITS FRANCE	LYXOR MSCI EUROPE - DIST GBP	FR0010261198	ETFS	ETFs	Financials	Financial Services	24/04/2015	France	GBX	MAIN MARKET		ETFS	ETEU
MEUU	MULTI UNITS FRANCE	LYXOR MSCI EUROPE - DIST USD	FR0010261198	ETFS	ETFs	Financials	Financial Services	24/04/2015	France	USD	MAIN MARKET		ETF2	EFEU
MGTL	MULTI UNITS FRANCE	LYXOR DJ GLOBAL TITANS 50	FR0007075494	ETFS	ETFs	Financials	Financial Services	05/02/2018	France	GBX	MAIN MARKET		ETF2	EFEU
MGTU	MULTI UNITS FRANCE	LYXOR DJ GLOBAL TITANS 50	FR0007075494	ETFS	ETFs	Financials	Financial Services	05/02/2018	France	USD	MAIN MARKET		ETFS	ETEU
MIBX	MULTI UNITS FRANCE	LYXOR FTSE MIB - DIST	FR0010010827	ETFS	ETFs	Financials	Financial Services	27/08/2014	France	GBX	MAIN MARKET		ETFS	ETEU
MSEU	MULTI UNITS FRANCE	LYXOR EURO STOXX 50 - DAILY H TO USD-ACC	FR0012399806	ETFS	ETFs	Financials	Financial Services	27/01/2015	France	USD	MAIN MARKET		ETFS	ETEU
MSEX	MULTI UNITS FRANCE	LYXOR EURO STOXX 50 - DAILY H TO GBP-ACC	FR0012399772	ETFS	ETFs	Financials	Financial Services	12/02/2015	France	GBX	MAIN MARKET		ETFS	ETEU
RSGL	MULTI UNITS FRANCE	LYXOR RUSSELL 1000 GROWTH - ACC	FR0011119171	ETFS	ETFs	Financials	Financial Services	01/07/2014	France	GBX	MAIN MARKET		ETF2	EFEU
RSVL	MULTI UNITS FRANCE	LYXOR RUSSELL 1000 VALUE - ACC	FR0011119205	ETFS	ETFs	Financials	Financial Services	01/07/2014	France	GBX	MAIN MARKET		ETF2	EFEU
RUSG	MULTI UNITS FRANCE	LYXOR RUSSELL 1000 GROWTH - ACC	FR0011119171	ETFS	ETFs	Financials	Financial Services	01/07/2014	France	USD	MAIN MARKET		ETFS	ETEU
RUSV	MULTI UNITS FRANCE	LYXOR RUSSELL 1000 VALUE - ACC - USD	FR0011119205	ETFS	ETFs	Financials	Financial Services	01/07/2014	France	USD	MAIN MARKET		ETFS	ETEU
THA	MULTI UNITS FRANCE	LYXOR ETF THAILAND SET50 NET TR $	FR0011070440	ETFS	ETFs	Financials	Financial Services	12/09/2013	France	USD	MAIN MARKET		ETFS	ETEU
THAG	MULTI UNITS FRANCE	LYXOR ETF THAILAND SET50 NET TR £	FR0011070440	ETFS	ETFs	Financials	Financial Services	12/09/2013	France	GBX	MAIN MARKET		ETF2	EFEU
U10G	MULTI UNITS FRANCE	LYX ETF IBOXX $ T10Y+ (DR) DIS £	FR0010961003	ETFS	ETFs	Financials	Financial Services	05/05/2016	France	GBX	MAIN MARKET		ETF2	EFEU
US10	MULTI UNITS FRANCE	LYX ETF IBOXX $ T10Y+ (DR) DIS	FR0010961003	ETFS	ETFs	Financials	Financial Services	01/12/2010	France	USD	MAIN MARKET		ETFS	ETEU
USAL	MULTI UNITS FRANCE	LYXOR MSCI USA - DIST	FR0010296061	ETFS	ETFs	Financials	Financial Services	13/10/2017	France	GBX	MAIN MARKET		ETF2	EFEU
USAU	MULTI UNITS FRANCE	LYXOR MSCI USA - DIST	FR0010296061	ETFS	ETFs	Financials	Financial Services	13/10/2017	France	USD	MAIN MARKET		ETFS	ETEU
WATL	MULTI UNITS FRANCE	LYXOR WORLD WATER - DIST	FR0010527275	ETFS	ETFs	Financials	Financial Services	15/11/2012	France	GBX	MAIN MARKET		ETFS	ETEU
WLDD	MULTI UNITS FRANCE	LYXOR MSCI WORLD - DIST	FR0010315770	ETFS	ETFs	Financials	Financial Services	13/10/2017	France	USD	MAIN MARKET		ETFS	ETEU
WLDL	MULTI UNITS FRANCE	LYXOR MSCI WORLD - DIST	FR0010315770	ETFS	ETFs	Financials	Financial Services	13/10/2017	France	GBX	MAIN MARKET		ETF2	EFEU
WLDU	MULTI UNITS FRANCE	LYXOR MSCI WORLD - MH TO USD - DIST	FR0011669845	ETFS	ETFs	Financials	Financial Services	25/02/2014	France	USD	MAIN MARKET		ETFS	ETEU
YIEL	MULTI UNITS FRANCE	LYX ETF BOFAML E HY EX-FIN BOND DIS	FR0010975771	ETFS	ETFs	Financials	Financial Services	20/01/2011	France	EUR	MAIN MARKET		ETFS	ETEU
100H	MULTI UNITS LUXEMBOURG	LYX ETF FTSE 100 MH USD ACC TH	LU1650492504	ETFS	ETFs	Financials	Financial Services	10/11/2017	Luxembourg	USD	MAIN MARKET		ETFS	ETEL
BNKU	MULTI UNITS LUXEMBOURG	LYXOR S&P 500 BANKS UCITS ETF	LU1829221966	ETFS	ETFs	Financials	Financial Services	06/07/2018	Luxembourg	USD	MAIN MARKET		ETFS	ETEU
CLIM	MULTI UNITS LUXEMBOURG	LYX ETF GREEN BOND (DR) ACC	LU1563454310	ETFS	ETFs	Financials	Financial Services	17/03/2017	Luxembourg	GBP	MAIN MARKET		ETFS	ETFL
COUK	MULTI UNITS LUXEMBOURG	LYX ETF IBOXX LIQ CORP LG DA DIS TH	LU1407891602	ETFS	ETFs	Financials	Financial Services	14/10/2016	Luxembourg	GBX	MAIN MARKET		ETFS	ETEU
CRAL	MULTI UNITS LUXEMBOURG	LYX ETF COMMO CRB EX-AGRI ACC	LU1435770406	ETFS	ETFs	Financials	Financial Services	17/11/2016	Luxembourg	GBP	MAIN MARKET		ETF2	EFEL
CRAU	MULTI UNITS LUXEMBOURG	LYX ETF COMMO CRB EX-AGRI ACC	LU1435770406	ETFS	ETFs	Financials	Financial Services	17/11/2016	Luxembourg	USD	MAIN MARKET		ETFS	ETEL
DAXX	MULTI UNITS LUXEMBOURG	LYX ETF DAX (DR) ACC	LU0252633754	ETFS	ETFs	Financials	Financial Services	27/08/2014	Luxembourg	GBX	MAIN MARKET		ETFS	ETEU
DISG	MULTI UNITS LUXEMBOURG	LYXOR ETF MSCI WORLD CONS.DISCRETION.TR£	LU0533032180	ETFS	ETFs	Financials	Financial Services	27/09/2010	Luxembourg	GBX	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETF2	EFL
DISW	MULTI UNITS LUXEMBOURG	LYXOR ETF MSCI WORLD CONS.DISCRETION.TR	LU0533032180	ETFS	ETFs	Financials	Financial Services	27/09/2010	Luxembourg	USD	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETFS	ETFL
EESG	MULTI UNITS LUXEMBOURG	LYXOR MSCI EMU ESG TREND LEADERS	LU1792117340	ETFS	ETFs	Financials	Financial Services	16/05/2018	Luxembourg	GBP	MAIN MARKET		ETFS	ETEU
FEDF	MULTI UNITS LUXEMBOURG	LYX ETF FED FUNDS US CASH ACC	LU1233598447	ETFS	ETFs	Financials	Financial Services	10/07/2015	Luxembourg	USD	MAIN MARKET		ETFS	ETEU
FEDG	MULTI UNITS LUXEMBOURG	LYX ETF FED FUNDS US CASH ACC	LU1233598447	ETFS	ETFs	Financials	Financial Services	10/07/2015	Luxembourg	GBX	MAIN MARKET		ETF2	EFEU
FING	MULTI UNITS LUXEMBOURG	LYXOR ETF MSCI WORLD FINANCIALS TR £	LU0533033071	ETFS	ETFs	Financials	Financial Services	27/09/2010	Luxembourg	GBX	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETF2	EFL
FINW	MULTI UNITS LUXEMBOURG	LYXOR ETF MSCI WORLD FINANCIALS TR	LU0533033071	ETFS	ETFs	Financials	Financial Services	27/09/2010	Luxembourg	USD	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETFS	ETFL
GIL5	MULTI UNITS LUXEMBOURG	LYX CORE FTSE AC GILTS 0-5Y	LU1439943090	ETFS	ETFs	Financials	Financial Services	05/08/2016	Luxembourg	GBP	MAIN MARKET		ETFS	ETEL
GILI	MULTI UNITS LUXEMBOURG	LYXOR CORE FTSE UK GILTS INFLATION-LINK	LU1407893301	ETFS	ETFs	Financials	Financial Services	14/10/2016	Luxembourg	GBX	MAIN MARKET		ETFS	ETEU
GILS	MULTI UNITS LUXEMBOURG	LYXOR CORE FTSE ACTUARIES UK GILTS DIST	LU1407892592	ETFS	ETFs	Financials	Financial Services	14/10/2016	Luxembourg	GBX	MAIN MARKET		ETFS	ETEU
HLTG	MULTI UNITS LUXEMBOURG	LYXOR ETF MSCI WORLD HEALTH CARE TR £	LU0533033311	ETFS	ETFs	Financials	Financial Services	27/09/2010	Luxembourg	GBX	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETF2	EFL
HLTW	MULTI UNITS LUXEMBOURG	LYXOR ETF MSCI WORLD HEALTH CARE TR	LU0533033311	ETFS	ETFs	Financials	Financial Services	27/09/2010	Luxembourg	USD	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETFS	ETFL
INDW	MULTI UNITS LUXEMBOURG	LYXOR ETF MSCI WORLD INDUSTRIALS TR	LU0533033584	ETFS	ETFs	Financials	Financial Services	27/09/2010	Luxembourg	USD	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETFS	ETFL
INFG	MULTI UNITS LUXEMBOURG	LYX ETF US$ 10Y INFLA EXPEC ACC	LU1390062831	ETFS	ETFs	Financials	Financial Services	17/05/2016	Luxembourg	GBX	MAIN MARKET		ETF2	EFEL
INFL	MULTI UNITS LUXEMBOURG	LYX ETF EUR 2-10Y INFLA EXPEC ACC	LU1390062245	ETFS	ETFs	Financials	Financial Services	17/05/2016	Luxembourg	GBX	MAIN MARKET		ETFS	ETEL
INFU	MULTI UNITS LUXEMBOURG	LYX ETF US$ 10Y INFLA EXPEC ACC	LU1390062831	ETFS	ETFs	Financials	Financial Services	17/05/2016	Luxembourg	USD	MAIN MARKET		ETFS	ETEL
INUG	MULTI UNITS LUXEMBOURG	LYXOR ETF MSCI WORLD INDUSTRIALS TR £	LU0533033584	ETFS	ETFs	Financials	Financial Services	27/09/2010	Luxembourg	GBX	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETF2	EFL
JPX4	MULTI UNITS LUXEMBOURG	LYX ETF JPXNIKKEI400(DR) ACC TH	LU1646359452	ETFS	ETFs	Financials	Financial Services	22/09/2017	Luxembourg	USD	MAIN MARKET		ETFS	ETEU
JPXG	MULTI UNITS LUXEMBOURG	LYX ETF JPXNIKKEI400(DR) ACC TH	LU1646359452	ETFS	ETFs	Financials	Financial Services	22/09/2017	Luxembourg	GBX	MAIN MARKET		ETF2	EFEU
JPXU	MULTI UNITS LUXEMBOURG	LYX ETF JPXNIKKEI400(DR) DHUSD ACC TH	LU1646359882	ETFS	ETFs	Financials	Financial Services	22/09/2017	Luxembourg	USD	MAIN MARKET		ETFS	ETEU
JPXX	MULTI UNITS LUXEMBOURG	LYX ETF JPXNIKKEI400(DR) DHGBP ACC TH	LU1646359619	ETFS	ETFs	Financials	Financial Services	25/09/2017	Luxembourg	GBX	MAIN MARKET		ETFS	ETEU
L100	MULTI UNITS LUXEMBOURG	LYX ETF FTSE 100 ACC TH	LU1650492173	ETFS	ETFs	Financials	Financial Services	10/11/2017	Luxembourg	GBX	MAIN MARKET		ETFS	ETEL
LAUS	MULTI UNITS LUXEMBOURG	LYXOR AUSTRALIA (S&P/ASX 200) UCITS ETF	LU0496786905	ETFS	ETFs	Financials	Financial Services	19/03/2018	Luxembourg	GBX	MAIN MARKET		ETF2	EFEU
LAUU	MULTI UNITS LUXEMBOURG	LYXOR AUSTRALIA (S&P/ASX 200) UCITS ETF	LU0496786905	ETFS	ETFs	Financials	Financial Services	19/03/2018	Luxembourg	USD	MAIN MARKET		ETFS	ETEU
LCAL	MULTI UNITS LUXEMBOURG	LYXOR MSCI EM ASIA UCITS ETF	LU1781541849	ETFS	ETFs	Financials	Financial Services	29/03/2018	Luxembourg	GBP	MAIN MARKET		ETFS	ETEU
LCAN	MULTI UNITS LUXEMBOURG	LYXOR MSCI CANADA UCITS ETF	LU0496786731	ETFS	ETFs	Financials	Financial Services	19/03/2018	Luxembourg	GBX	MAIN MARKET		ETFS	ETEU
LCAS	MULTI UNITS LUXEMBOURG	LYXOR MSCI EM ASIA UCITS ETF	LU1781541849	ETFS	ETFs	Financials	Financial Services	29/03/2018	Luxembourg	USD	MAIN MARKET		ETF2	EFEU
LCAU	MULTI UNITS LUXEMBOURG	LYXOR MSCI CANADA UCITS ETF	LU0496786731	ETFS	ETFs	Financials	Financial Services	19/03/2018	Luxembourg	USD	MAIN MARKET		ETF2	EFEU
LCJD	MULTI UNITS LUXEMBOURG	LYXOR CORE MSCI JAPAN (DR) UCITS ETF	LU1781541252	ETFS	ETFs	Financials	Financial Services	22/03/2018	Luxembourg	USD	MAIN MARKET		ETF2	EFEU
LCJP	MULTI UNITS LUXEMBOURG	LYXOR CORE MSCI JAPAN (DR) UCITS ETF	LU1781541252	ETFS	ETFs	Financials	Financial Services	22/03/2018	Luxembourg	GBP	MAIN MARKET		ETFS	ETEU
LCUD	MULTI UNITS LUXEMBOURG	LYXOR CORE MORNINGSTAR US (DR) UCITS ETF	LU1781540957	ETFS	ETFs	Financials	Financial Services	22/03/2018	Luxembourg	USD	MAIN MARKET		ETF2	EFEU
LCUK	MULTI UNITS LUXEMBOURG	LYXOR CORE MORNINGSTAR UK NT (DR) UCITS	LU1781541096	ETFS	ETFs	Financials	Financial Services	22/03/2018	Luxembourg	GBP	MAIN MARKET		ETFS	ETEU
LCUS	MULTI UNITS LUXEMBOURG	LYXOR CORE MORNINGSTAR US (DR) UCITS ETF	LU1781540957	ETFS	ETFs	Financials	Financial Services	22/03/2018	Luxembourg	GBP	MAIN MARKET		ETFS	ETEU
LCWD	MULTI UNITS LUXEMBOURG	LYXOR CORE MSCI WORLD (DR) UCITS ETF	LU1781541179	ETFS	ETFs	Financials	Financial Services	22/03/2018	Luxembourg	USD	MAIN MARKET		ETF2	EFEU
LCWL	MULTI UNITS LUXEMBOURG	LYXOR CORE MSCI WORLD (DR) UCITS ETF	LU1781541179	ETFS	ETFs	Financials	Financial Services	22/03/2018	Luxembourg	GBP	MAIN MARKET		ETFS	ETEU
LSPU	MULTI UNITS LUXEMBOURG	LYXOR ETF S&P 500 CLASS B $	LU0496786657	ETFS	ETFs	Financials	Financial Services	18/05/2010	Luxembourg	USD	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETFS	ETFL
LSPX	MULTI UNITS LUXEMBOURG	LYXOR ETF S&P 500 CLASS B £	LU0496786657	ETFS	ETFs	Financials	Financial Services	18/05/2010	Luxembourg	GBX	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETF2	EFL
MATG	MULTI UNITS LUXEMBOURG	LYXOR ETF MSCI WORLD MATERIALS TR £	LU0533034046	ETFS	ETFs	Financials	Financial Services	27/09/2010	Luxembourg	GBX	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETF2	EFL
MATW	MULTI UNITS LUXEMBOURG	LYXOR ETF MSCI WORLD MATERIALS TR	LU0533034046	ETFS	ETFs	Financials	Financial Services	27/09/2010	Luxembourg	USD	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETFS	ETFL
MESG	MULTI UNITS LUXEMBOURG	LYXOR MSCI EM ESG TREND LEADERS	LU1769088581	ETFS	ETFs	Financials	Financial Services	16/05/2018	Luxembourg	USD	MAIN MARKET		ETFS	ETEU
MFEX	MULTI UNITS LUXEMBOURG	LYXOR CORE MSCI EMU	LU1646360971	ETFS	ETFs	Financials	Financial Services	25/07/2018	Luxembourg	GBP	MAIN MARKET		ETFS	ETEU
MFLS	MULTI UNITS LUXEMBOURG	LYXOR SCIENTIFIC BETA DEVELOPED L/S	LU1810006780	ETFS	ETFs	Financials	Financial Services	18/05/2018	Luxembourg	USD	MAIN MARKET		ETFS	ETEU
MTIX	MULTI UNITS LUXEMBOURG	LYX ETF EMTS INF LKD INV GR ACC TH	LU1650491282	ETFS	ETFs	Financials	Financial Services	24/11/2017	Luxembourg	GBX	MAIN MARKET		ETFS	ETEU
MTXX	MULTI UNITS LUXEMBOURG	LYX ETF ALL-MAT INV GRD (DR) ACC TH	LU1650490474	ETFS	ETFs	Financials	Financial Services	24/11/2017	Luxembourg	GBX	MAIN MARKET		ETFS	ETEU
MVAE	MULTI UNITS LUXEMBOURG	LYX ETF FTSE EURO MINI VARIANCE ACC	LU1237527160	ETFS	ETFs	Financials	Financial Services	17/06/2015	Luxembourg	USD	MAIN MARKET		ETFS	ETEU
MVAM	MULTI UNITS LUXEMBOURG	LYX ETF FTSE EMER MINI VARIANCE ACC	LU1237527673	ETFS	ETFs	Financials	Financial Services	17/06/2015	Luxembourg	USD	MAIN MARKET		ETFS	ETEU
MVAU	MULTI UNITS LUXEMBOURG	LYX ETF FTSE USA MIN VAR ACC TH	LU1646362167	ETFS	ETFs	Financials	Financial Services	10/11/2017	Luxembourg	USD	MAIN MARKET		ETFS	ETEU
MVAW	MULTI UNITS LUXEMBOURG	LYX ETF FTSE WD MINI VARIANCE ACC	LU1389266302	ETFS	ETFs	Financials	Financial Services	16/06/2016	Luxembourg	USD	MAIN MARKET		ETFS	ETEL
MVEX	MULTI UNITS LUXEMBOURG	LYX ETF FTSE EURO MINI VARIANCE ACC	LU1237527160	ETFS	ETFs	Financials	Financial Services	17/06/2015	Luxembourg	GBX	MAIN MARKET		ETF2	EFEU
MVMX	MULTI UNITS LUXEMBOURG	LYX ETF FTSE EMER MINI VARIANCE ACC	LU1237527673	ETFS	ETFs	Financials	Financial Services	17/06/2015	Luxembourg	GBX	MAIN MARKET		ETF2	EFEU
MVUX	MULTI UNITS LUXEMBOURG	LYX ETF FTSE USA MIN VAR ACC TH	LU1646362167	ETFS	ETFs	Financials	Financial Services	10/11/2017	Luxembourg	GBX	MAIN MARKET		ETF2	EFEU
NRGG	MULTI UNITS LUXEMBOURG	LYXOR ETF MSCI WORLD ENERGY TR £	LU0533032776	ETFS	ETFs	Financials	Financial Services	27/09/2010	Luxembourg	GBX	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETF2	EFL
NRGW	MULTI UNITS LUXEMBOURG	LYXOR ETF MSCI WORLD ENERGY TR	LU0533032776	ETFS	ETFs	Financials	Financial Services	27/09/2010	Luxembourg	USD	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETFS	ETFL
PAXG	MULTI UNITS LUXEMBOURG	LYX ETF MSCI PACIFIC EX JAPAN DIS	LU1220245556	ETFS	ETFs	Financials	Financial Services	21/05/2015	Luxembourg	GBX	MAIN MARKET		ETF2	EFEU
PAXJ	MULTI UNITS LUXEMBOURG	LYX ETF MSCI PACIFIC EX JAPAN DIS	LU1220245556	ETFS	ETFs	Financials	Financial Services	21/05/2015	Luxembourg	USD	MAIN MARKET		ETFS	ETEU
SGQD	MULTI UNITS LUXEMBOURG	LYXOR ETF SG GLOBAL QUALITY INCOME NTR	LU0855692520	ETFS	ETFs	Financials	Financial Services	20/12/2012	Luxembourg	USD	MAIN MARKET		ETF2	EFEU
SGQE	MULTI UNITS LUXEMBOURG	LYX ETF SG EURO QUALITY INCOME DIS	LU0959210278	ETFS	ETFs	Financials	Financial Services	27/09/2013	Luxembourg	EUR	MAIN MARKET		ETFS	ETEU
SGQG	MULTI UNITS LUXEMBOURG	LYX ETF SG EURO QUALITY INCOME DIS £	LU0959210278	ETFS	ETFs	Financials	Financial Services	27/09/2013	Luxembourg	GBX	MAIN MARKET		ETF2	EFEU
SGQL	MULTI UNITS LUXEMBOURG	LYXOR ETF SG GLOBAL QUALITY INCOME NTR	LU0855692520	ETFS	ETFs	Financials	Financial Services	20/12/2012	Luxembourg	GBX	MAIN MARKET		ETFS	ETEU
SGQP	MULTI UNITS LUXEMBOURG	LYXOR SG GLOBAL QUALITY INCOME NTR	LU0832436512	ETFS	ETFs	Financials	Financial Services	19/03/2018	Luxembourg	GBX	MAIN MARKET		ETFS	ETEU
SGQX	MULTI UNITS LUXEMBOURG	LYXOR SGQI UCITS ETF MTHLY HDGD C-GBP	LU1040688639	ETFS	ETFs	Financials	Financial Services	28/08/2015	Luxembourg	GBX	MAIN MARKET		ETFS	ETEU
SP5C	MULTI UNITS LUXEMBOURG	LYXOR S&P 500 UCITS ETF - C-EUR	LU1135865084	ETFS	ETFs	Financials	Financial Services	07/07/2017	Luxembourg	USD	MAIN MARKET		ETFS	ETEU
SP5L	MULTI UNITS LUXEMBOURG	LYXOR S&P 500 UCITS ETF - C-EUR	LU1135865084	ETFS	ETFs	Financials	Financial Services	07/07/2017	Luxembourg	GBP	MAIN MARKET		ETF2	EFEU
STAG	MULTI UNITS LUXEMBOURG	LYXOR ETF MSCI WORLD CONS. STAPLES TR £	LU0533032347	ETFS	ETFs	Financials	Financial Services	27/09/2010	Luxembourg	GBX	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETF2	EFL
STAW	MULTI UNITS LUXEMBOURG	LYXOR ETF MSCI WORLD CONS. STAPLES TR	LU0533032347	ETFS	ETFs	Financials	Financial Services	27/09/2010	Luxembourg	USD	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETFS	ETFL
TELG	MULTI UNITS LUXEMBOURG	LYXOR ETF MSCI WORLD TELECOM SRVCS TR £	LU0533034392	ETFS	ETFs	Financials	Financial Services	27/09/2010	Luxembourg	GBX	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETF2	EFL
TELW	MULTI UNITS LUXEMBOURG	LYXOR ETF MSCI WORLD TELECOM SRVCS TR	LU0533034392	ETFS	ETFs	Financials	Financial Services	27/09/2010	Luxembourg	USD	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETFS	ETFL
TIPG	MULTI UNITS LUXEMBOURG	LYXOR CORE US TIPS	LU1452600270	ETFS	ETFs	Financials	Financial Services	18/08/2016	Luxembourg	GBX	MAIN MARKET		ETF2	EFEL
TIPH	MULTI UNITS LUXEMBOURG	LYXOR CORE US TIPS MONTHLY HEDGED TO GBP	LU1452600601	ETFS	ETFs	Financials	Financial Services	07/03/2017	Luxembourg	GBP	MAIN MARKET		ETFS	ETEL
TIPU	MULTI UNITS LUXEMBOURG	LYXOR CORE US TIPS	LU1452600270	ETFS	ETFs	Financials	Financial Services	18/08/2016	Luxembourg	USD	MAIN MARKET		ETFS	ETEL
TNOG	MULTI UNITS LUXEMBOURG	LYXOR ETF MSCI WORLD INFO TECH TR £	LU0533033741	ETFS	ETFs	Financials	Financial Services	27/09/2010	Luxembourg	GBX	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETF2	EFL
TNOW	MULTI UNITS LUXEMBOURG	LYXOR ETF MSCI WORLD INFO TECH TR	LU0533033741	ETFS	ETFs	Financials	Financial Services	27/09/2010	Luxembourg	USD	MAIN MARKET	Premium Equity Open Ended Investment Companies	ETFS	ETFL
U13G	MULTI UNITS LUXEMBOURG	LYX CORE IBOXX $ T 1-3Y	LU1407887162	ETFS	ETFs	Financials	Financial Services	14/10/2016	Luxembourg	GBX	MAIN MARKET		ETF2	EFEU
U35G	MULTI UNITS LUXEMBOURG	LYX CORE IBOXX $ T 3-5Y	LU1407889887	ETFS	ETFs	Financials	Financial Services	27/06/2016	Luxembourg	GBX	MAIN MARKET		ETF2	EFEU
U57G	MULTI UNITS LUXEMBOURG	LYX CORE IBOXX $ T 5-7Y	LU1407888996	ETFS	ETFs	Financials	Financial Services	14/10/2016	Luxembourg	GBX	MAIN MARKET		ETF2	EFEU
U71G	MULTI UNITS LUXEMBOURG	LYX CORE IBOXX$ T 7-10Y	LU1407888053	ETFS	ETFs	Financials	Financial Services	27/06/2016	Luxembourg	GBX	MAIN MARKET		ETF2	EFEU
UESG	MULTI UNITS LUXEMBOURG	LYXOR MSCI USA ESG TREND LEADERS	LU1792117696	ETFS	ETFs	Financials	Financial Services	16/05/2018	Luxembourg	USD	MAIN MARKET		ETFS	ETEU
UKBE	MULTI UNITS LUXEMBOURG	LYX ETF UK£ 10Y INFLA EXPECT ACC	LU1549300439	ETFS	ETFs	Financials	Financial Services	14/03/2017	Luxembourg	GBP	MAIN MARKET		ETFS	ETEL
US13	MULTI UNITS LUXEMBOURG	LYX CORE IBOXX $ T 1-3Y	LU1407887162	ETFS	ETFs	Financials	Financial Services	14/10/2016	Luxembourg	USD	MAIN MARKET		ETFS	ETEU
