40EB	HSBC BANK PLC	WRTS LKD ORDS A SHANXI HMAO CKG 30/10/24	GB00BSD9B734	SDRV	Securitised derivatives			07/11/2014	30/10/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
40KT	HSBC BANK PLC	MAWS LKD ORD A SHRS SINOPEC OIL 31/05/19	GB00BD57G975	SDRV	Securitised derivatives			08/06/2016	31/05/2019	United Kingdom	USD	MAIN MARKET	Standard Debt	CRTR	UIDR
40MB	HSBC BANK PLC	MAWS ORD A SHRS MATERIALS IND 31/05/19	GB00BD57GB93	SDRV	Securitised derivatives			08/06/2016	31/05/2019	United Kingdom	USD	MAIN MARKET	Standard Debt	CRTR	UIDR
40MI	HSBC BANK PLC	MAWS ORD A SHRS ETERNAL ASIA 31/05/19	GB00BD57GC01	SDRV	Securitised derivatives			08/06/2016	31/05/2019	United Kingdom	USD	MAIN MARKET	Standard Debt	CRTR	UIDR
40NY	HSBC BANK PLC	MAWS LKD ORD A SHRS WONDERS INF 31/05/19	GB00BD57GD18	SDRV	Securitised derivatives			08/06/2016	31/05/2019	United Kingdom	USD	MAIN MARKET	Standard Debt	CRTR	UIDR
40SW	HSBC BANK PLC	MAWS LKD ORD A SHRS GUIZHOU BLG 31/05/19	GB00BD57GF32	SDRV	Securitised derivatives			08/06/2016	31/05/2019	United Kingdom	USD	MAIN MARKET	Standard Debt	CRTR	UIDR
40TF	HSBC BANK PLC	MAWS LKD ORD A SHRS SHENZEN INF 31/05/19	GB00BD57GG49	SDRV	Securitised derivatives			08/06/2016	31/05/2019	United Kingdom	USD	MAIN MARKET	Standard Debt	CRTR	UIDR
40TI	HSBC BANK PLC	MAWS ORD A SHRS SHANGHAI BAIRUN 31/05/19	GB00BD57GH55	SDRV	Securitised derivatives			08/06/2016	31/05/2019	United Kingdom	USD	MAIN MARKET	Standard Debt	CRTR	UIDR
40ZD	HSBC BANK PLC	MAWS LKD ORD A SHRS FUYAO GLASS 20/06/19	GB00BDC73S80	SDRV	Securitised derivatives			27/06/2016	20/06/2019	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CRTR	UIDR
41BF	HSBC BANK PLC	WRTS LKD ORDS STATE BANK INDIA 04/11/24	GB00BSJCQX75	SDRV	Securitised derivatives			11/11/2014	04/11/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
41ED	HSBC BANK PLC	WRTS LKD ORDS GRASIM IND 29/11/23	GB00BGSH2C05	SDRV	Securitised derivatives			02/12/2013	29/11/2023	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
41GY	HSBC BANK PLC	WRTS LKD ORDS TATA STEEL 29/11/23	GB00BGSH2201	SDRV	Securitised derivatives			02/12/2013	29/11/2023	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
41GZ	HSBC BANK PLC	WRTS LKD ORDS ZEE ENT 29/11/23	GB00BGSH2425	SDRV	Securitised derivatives			02/12/2013	29/11/2023	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
41KU	HSBC BANK PLC	WRTS LKD ORDS ULTRA TECH 29/11/23	GB00BGSH2979	SDRV	Securitised derivatives			02/12/2013	29/11/2023	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
41MB	HSBC BANK PLC	WRTS LKD ORD A CHINA MINMETALS 05/12/23	GB00BH57PL05	SDRV	Securitised derivatives			12/12/2013	05/12/2023	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
41MF	HSBC BANK PLC	WRTS LKD ORD A CHENGDU XINGRONG 05/12/23	GB00BH57PM12	SDRV	Securitised derivatives			12/12/2013	05/12/2023	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
42FT	HSBC BANK PLC	WRNTS LKD ORDS INFOSYS 15/02/2022	GB00B768VR04	SDRV	Securitised derivatives			23/02/2012	15/02/2022	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
42KM	HSBC BANK PLC	WRNTS LKD ORD A CHINA CON BK 23/02/22	GB00B73ML866	SDRV	Securitised derivatives			01/03/2012	23/02/2022	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
42MA	HSBC BANK PLC	WRNT LKD A SHS ZOOMLION 24/02/22	GB00B7D4CP64	SDRV	Securitised derivatives			02/03/2012	24/02/2022	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
42PK	HSBC BANK PLC	MKT ACC WTS LKD ORD BHARTI 25/09/18	GB00BYML2241	SDRV	Securitised derivatives			09/10/2015	01/10/2018	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CRTR	UIDR
42SG	HSBC BANK PLC	WRTS LKD ORD A HUANENG 07/03/22	GB00B707TF71	SDRV	Securitised derivatives			14/03/2012	07/03/2022	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
42ZN	HSBC BANK PLC	WRTS LKD ORDS NIIT LTD 29/04/24	GB00BM4P6396	SDRV	Securitised derivatives			07/05/2014	29/04/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
42ZY	HSBC BANK PLC	WRTS LKD ORDS ICICI BK 06/05/24	GB00BMJ6CR37	SDRV	Securitised derivatives			13/05/2014	06/05/2024	United Kingdom	EUR	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43AC	HSBC BANK PLC	WRTS LKD ORDS YES BNK 06/05/24	GB00BMJ6CT50	SDRV	Securitised derivatives			13/05/2014	06/05/2024	United Kingdom	EUR	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43AJ	HSBC BANK PLC	WRTS LKD ORDS LARSEN&TOUBRO LTD 06/05/24	GB00BMJ6CQ20	SDRV	Securitised derivatives			13/05/2014	06/05/2024	United Kingdom	EUR	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43AK	HSBC BANK PLC	WRTS LKD ORDS NTPC LTD 06/05/24	GB00BMH4K977	SDRV	Securitised derivatives			13/05/2014	06/05/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43EG	HSBC BANK PLC	WRNTS LKD A CHINA SIN INT ENG 04/11/2019	GB00B56WNZ03	SDRV	Securitised derivatives			05/04/2012	04/11/2019	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43EL	HSBC BANK PLC	MKT ACC WTS LKD ORD A SHS AIER 19/07/19	GB00BZ4TTR70	SDRV	Securitised derivatives			20/07/2016	19/07/2019	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CRTR	UIDR
43EP	HSBC BANK PLC	WTS LKD ORD BHARAT HEAVY ELEC 07/01/19	GB00B3KTMH88	SDRV	Securitised derivatives			29/04/2009	07/01/2019	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43LJ	HSBC BANK PLC	WRTS LKD ORD A SHS SHANGHAI 27/02/24	GB00BK6MMZ82	SDRV	Securitised derivatives			06/03/2014	27/02/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43LK	HSBC BANK PLC	WRTS LKD ORD A SHS YONGHUI 27/02/24	GB00BK6MMY75	SDRV	Securitised derivatives			06/03/2014	27/02/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43NY	HSBC BANK PLC	WRTS LKD ORDS TEXMACO RAIL&ENG 19/11/24	GB00BSPPTY29	SDRV	Securitised derivatives			26/11/2014	19/11/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43OA	HSBC BANK PLC	WRT LKD ORDS A ANHUI C CMNT CO 20/11/24	GB00BSS80897	SDRV	Securitised derivatives			28/11/2014	20/11/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43OE	HSBC BANK PLC	WRT LKD ORDS A TASLY PHARMA GRP 21/11/24	GB00BSS80780	SDRV	Securitised derivatives			28/11/2014	21/11/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43PH	HSBC BANK PLC	WRT LKD ORDS A SAIC MOTOR CORP 21/11/24	GB00BSS80673	SDRV	Securitised derivatives			28/11/2014	21/11/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43PP	HSBC BANK PLC	WRT LKD ORDS A POLY REAL ESTATE 21/11/24	GB00BSS80566	SDRV	Securitised derivatives			28/11/2014	21/11/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43PS	HSBC BANK PLC	WRT LKD ORDS A CHINA LIFE INSR 20/11/24	GB00BSS80D42	SDRV	Securitised derivatives			28/11/2014	20/11/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43PX	HSBC BANK PLC	WRT LKD ORDS A CHINA PACIFC INS 20/11/24	GB00BSS80C35	SDRV	Securitised derivatives			28/11/2014	20/11/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43QR	HSBC BANK PLC	WRT LKD ORDS A DAQIN RAILWAY 21/11/24	GB00BSS80B28	SDRV	Securitised derivatives			28/11/2014	21/11/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43RV	HSBC BANK PLC	WRTS LKD ORDS BHARAT ELECTRONIC 18/06/24	GB00BNG8K648	SDRV	Securitised derivatives			26/06/2014	19/06/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43RW	HSBC BANK PLC	WTS ORD CHINA ST CON ENG CRP LD 29/07/19	GB00B3VRR092	SDRV	Securitised derivatives			27/08/2009	29/07/2019	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43SB	HSBC BANK PLC	WRT LKD ORDS A SDIC PWR HLDGS 21/11/24	GB00BSS80905	SDRV	Securitised derivatives			28/11/2014	21/11/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43WQ	HSBC BANK PLC	MAW LKD A SHS SHANGHAI ORIENTAL 08/10/18	GB00BYX46755	SDRV	Securitised derivatives			15/10/2015	08/10/2018	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43ZH	HSBC BANK PLC	MKT ACC WNTS LKD ORD A LUX 29/07/19	GB00BD08G176	SDRV	Securitised derivatives			05/08/2016	29/07/2019	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
43ZX	HSBC BANK PLC	MAWS LKD E FD SZSE100 01/08/19	GB00BYY9GL30	SDRV	Securitised derivatives			08/08/2016	01/08/2019	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
44AK	HSBC BANK PLC	MAW LKD ORD A SHS SHANGHAI INT 08/10/18	GB00BYX46862	SDRV	Securitised derivatives			15/10/2015	08/10/2018	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
44BF	HSBC BANK PLC	MAWS LKD ORD A SHRS BK JIANGSU 01/08/19	GB00BD1FDL62	SDRV	Securitised derivatives			10/08/2016	01/08/2019	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CRTR	UIDR
44CQ	HSBC BANK PLC	WL OS OIL & NATURAL GAS CORP LD 12/11/19	GB00B58MVB01	SDRV	Securitised derivatives			18/12/2009	12/11/2019	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
44CR	HSBC BANK PLC	WTS LKD OS WIPRO LD 12/11/19	GB00B5B2GX45	SDRV	Securitised derivatives			18/12/2009	12/11/2019	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
44CV	HSBC BANK PLC	WL OS INFOSYS TECHNOLOGIES LD 25/11/19	GB00B43VHN93	SDRV	Securitised derivatives			18/12/2009	25/11/2019	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
44DK	HSBC BANK PLC	MAW LKD ORD A SHS HUAYU AUTO 09/08/19	GB00BDGNB339	SDRV	Securitised derivatives			16/08/2016	09/08/2019	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
44DL	HSBC BANK PLC	MAW LKD ORD A SHS NINGBO JOYSON 09/08/19	GB00BDGNB669	SDRV	Securitised derivatives			16/08/2016	09/08/2019	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
44FN	HSBC BANK PLC	MAW LKD ORD A SHS SHENZHEN 08/10/18	GB00BYX40Q25	SDRV	Securitised derivatives			15/10/2015	08/10/2018	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
44FP	HSBC BANK PLC	MAWS ORD A SHRS CACHET PHARM 12/08/19	GB00BZC0S648	SDRV	Securitised derivatives			19/08/2016	12/08/2019	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CRTR	UIDR
44KS	HSBC BANK PLC	WTS LKD ORD SHS HON HAI  24/02/20	GB00B634F505	SDRV	Securitised derivatives			19/03/2010	24/02/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
44KT	HSBC BANK PLC	WTS LKD ORD SHS ACER INC 24/02/20	GB00B62GSK31	SDRV	Securitised derivatives			19/03/2010	24/02/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
44KV	HSBC BANK PLC	WTS LKD ORD SHS UTD MICRO CORP 24/02/20	GB00B633MB22	SDRV	Securitised derivatives			19/03/2010	24/02/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
44ML	HSBC BANK PLC	WL OS GUJARAT NRE COKE LD 04/03/20	GB00B682PW65	SDRV	Securitised derivatives			25/03/2010	04/03/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
44QX	HSBC BANK PLC	MANS LKD TO ORDS EMIRATES TEL 22/10/18	XS1309702816	SDRV	Securitised derivatives			16/10/2015	22/10/2018	United Kingdom	USD	MAIN MARKET	Standard Debt	CRTR	UIDR
44RZ	HSBC BANK PLC	MANS LKD TO ORDS AL SAGR CO 22/10/18	XS1309699921	SDRV	Securitised derivatives			16/10/2015	22/10/2018	United Kingdom	USD	MAIN MARKET	Standard Debt	CRTR	UIDR
44VQ	HSBC BANK PLC	WRTS LKD ORDS SNOWMAN 12/09/24	GB00BQT48888	SDRV	Securitised derivatives			19/09/2014	12/09/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CRTR	UIDR
45DO	HSBC BANK PLC	WRT LKD A ORDS PING AIC CHINA 26/11/2024	GB00BSVYN965	SDRV	Securitised derivatives			03/12/2014	26/11/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45DP	HSBC BANK PLC	WL ORD A SHS HUAWEN MEDIA INV 17/06/20	GB00B676RD49	SDRV	Securitised derivatives			23/07/2010	17/06/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45DQ	HSBC BANK PLC	WL ORD A SHS JOYOUNG CO LTD 17/06/20	GB00B6467N77	SDRV	Securitised derivatives			23/07/2010	17/06/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45DR	HSBC BANK PLC	WL ORD A SHS TIANJIN FAW XIALI 17/06/20	GB00B5ZS5191	SDRV	Securitised derivatives			23/07/2010	17/06/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45DT	HSBC BANK PLC	WTS LKD AO ZHEIJIANG CHINA CP 04/06/20	GB00B5M28596	SDRV	Securitised derivatives			20/07/2010	04/06/2020	United Kingdom	USD	MAIN MARKET	Standard Debt	CWTR	UIDW
45FD	HSBC BANK PLC	WRT LKD A ORDS HUADIAN POWER 26/11/2024	GB00BSVYLT25	SDRV	Securitised derivatives			03/12/2014	26/11/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45FP	HSBC BANK PLC	WL OS RURAL ELECT CORP 12/05/20	GB00B4PQBL82	SDRV	Securitised derivatives			10/08/2010	12/05/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45FQ	HSBC BANK PLC	WL OS PIRAMAL HEALTHCARE 12/05/20	GB00B4Q5K060	SDRV	Securitised derivatives			10/08/2010	12/05/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45FR	HSBC BANK PLC	WL OS ADANI ENTERPRISES LD 12/05/20	GB00B4LY1Z01	SDRV	Securitised derivatives			10/08/2010	12/05/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45FS	HSBC BANK PLC	WL OA SHS HENAN SHUANGHUI INV 11/06/20	GB00B6513Z51	SDRV	Securitised derivatives			10/08/2010	11/06/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45FT	HSBC BANK PLC	WL OA SHS SICHAUN NEW HOPE 11/06/20	GB00B608DF12	SDRV	Securitised derivatives			10/08/2010	11/06/2020	United Kingdom	USD	MAIN MARKET	Standard Debt	CWTR	UIDW
45IX	HSBC BANK PLC	WL OAS GANSU YASHENG IND 08/06/20	GB00B3KQJY51	SDRV	Securitised derivatives			01/09/2010	08/06/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45IY	HSBC BANK PLC	WL OAS TSINGTAO BREW CO 03/06/20	GB00B5M2BH21	SDRV	Securitised derivatives			01/09/2010	03/06/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45IZ	HSBC BANK PLC	WL OAS TCL CORP 09/06/20	GB00B3PFZN86	SDRV	Securitised derivatives			01/09/2010	09/06/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45LB	HSBC BANK PLC	WTS LKD ORDS C&S 28/11/24	GB00BSZM1D62	SDRV	Securitised derivatives			05/12/2014	28/11/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45ML	HSBC BANK PLC	WTS LKD ORD A SHS FAW CAR CO 08/06/20	GB00B5Q79806	SDRV	Securitised derivatives			13/10/2010	08/06/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45MW	HSBC BANK PLC	WRTS LKD ORDS MAX INDIA 18/07/24	GB00BP8RXZ32	SDRV	Securitised derivatives			24/07/2014	18/07/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45MY	HSBC BANK PLC	WTS LKD ORD A ANHUI AUTO 02/06/20	GB00B5L1YP92	SDRV	Securitised derivatives			14/10/2010	02/06/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45OI	HSBC BANK PLC	MANS LKD ORDS UNITED WIRE FAC 16/09/19	XS1490617203	SDRV	Securitised derivatives			12/09/2016	16/09/2019	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CRTR	UIDR
45OJ	HSBC BANK PLC	MANS LKD ORDS SAUDI ARAB 16/09/19	XS1490617971	SDRV	Securitised derivatives			12/09/2016	16/09/2019	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CRTR	UIDR
45RQ	HSBC BANK PLC	WTS LKD ORDS QINGDAO HAIER CO 02/12/24	GB00BSTK4N72	SDRV	Securitised derivatives			09/12/2014	02/12/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45SF	HSBC BANK PLC	WRTS LKD ORD A MIRACLE AUTO 01/07/24	GB00BNG6WM81	SDRV	Securitised derivatives			07/07/2014	01/07/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45SJ	HSBC BANK PLC	WRTS LKD ORD A DALIAN REFRIG 01/07/24	GB00BNG6BM11	SDRV	Securitised derivatives			07/07/2014	01/07/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45SK	HSBC BANK PLC	WRTS LKD ORD A YUNNAN HONGXIAN 27/06/24	GB00BNQ4M559	SDRV	Securitised derivatives			07/07/2014	27/06/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45UT	HSBC BANK PLC	MAWS ORD A SHS HUAXIA BK 13/09/19	GB00BD2MHC51	SDRV	Securitised derivatives			13/09/2016	13/09/2019	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CRTR	UIDR
45WZ	HSBC BANK PLC	WRTS LKD ORDS CEAT 24/06/24	GB00BNHLCK07	SDRV	Securitised derivatives			30/06/2014	10/09/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45YM	HSBC BANK PLC	WTS LKD ORD GVK PWR & INFRAS 26/03/20	GB00B52HF193	SDRV	Securitised derivatives			25/01/2011	26/03/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45YN	HSBC BANK PLC	WTS LKD ORD NITESH ESTATES 12/05/20	GB00B4LHK634	SDRV	Securitised derivatives			25/01/2011	15/05/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45YP	HSBC BANK PLC	WTS LKD ORD HUAKU DEVELOP 06/01/21	GB00B3PXS884	SDRV	Securitised derivatives			25/01/2011	06/01/2021	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45ZB	HSBC BANK PLC	WL OS LIC HOUSING FINANCE LD 06/07/20	GB00B462JP50	SDRV	Securitised derivatives			12/01/2011	06/07/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
45ZC	HSBC BANK PLC	WL OS INDUSLND BANK LD 19/11/20	GB00B3NRYJ57	SDRV	Securitised derivatives			12/01/2011	19/11/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46CV	HSBC BANK PLC	WRNTS LNK ORD A SHRS 21/12/20	GB00B5W15550	SDRV	Securitised derivatives			24/01/2011	21/12/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46CW	HSBC BANK PLC	WRNTS LNK ORD A SHRS 21/12/20	GB00B578K900	SDRV	Securitised derivatives			24/01/2011	21/12/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46CX	HSBC BANK PLC	WRNTS LNK ORD A SHRS 21/12/20	GB00B560JT08	SDRV	Securitised derivatives			24/01/2011	21/12/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46CY	HSBC BANK PLC	WRNTS LNK ORD A SHRS 21/12/20	GB00B5KZMJ29	SDRV	Securitised derivatives			24/01/2011	21/12/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46CZ	HSBC BANK PLC	WRNTS LNK ORD A SHRS 21/12/20	GB00B5W5X080	SDRV	Securitised derivatives			24/01/2011	21/12/2020	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46DA	HSBC BANK PLC	WRNTS LNK UNTS PRU FUND 1 21/01/2021	GB00B45R2F25	SDRV	Securitised derivatives			24/01/2011	21/01/2021	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46DB	HSBC BANK PLC	WRNTS LNK UNTS MANULFE PRO FND 21/1/21	GB00B3YFT600	SDRV	Securitised derivatives			24/01/2011	21/01/2021	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46DC	HSBC BANK PLC	WRNTS LNK ORD A SHRS 18/1/21	GB00B457DN71	SDRV	Securitised derivatives			24/01/2011	18/01/2021	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46DI	HSBC BANK PLC	WL OS POSCO 01/02/21	GB00B3WVLN18	SDRV	Securitised derivatives			01/02/2011	01/02/2021	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46EV	HSBC BANK PLC	WTS LKD ORDS A KWEICHOW MOUTAI 04/12/24	GB00BTC31W87	SDRV	Securitised derivatives			11/12/2014	04/12/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46FT	HSBC BANK PLC	WRTS LKD ORDS TECH MAHINDRA 05/07/23	GB00BC7H8H04	SDRV	Securitised derivatives			12/07/2013	05/07/2023	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46HE	HSBC BANK PLC	WRNTS LKD ORD SHRS SAM ELC CO 08/02/21	GB00B3QKNC77	SDRV	Securitised derivatives			08/02/2011	08/02/2021	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46HG	HSBC BANK PLC	WRNTS LKD ORD SHRS HYUN MO CO 26/01/21	GB00B5N2X427	SDRV	Securitised derivatives			14/02/2011	26/01/2021	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46HH	HSBC BANK PLC	WRNTS LKD ORD SHRS LG 26/01/21	GB00B63SV541	SDRV	Securitised derivatives			14/02/2011	26/01/2021	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46HS	HSBC BANK PLC	WTS LKD ORD SHS ICICI BANK LTD 05/12/24	GB00BTDFP320	SDRV	Securitised derivatives			12/12/2014	05/12/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46LA	HSBC BANK PLC	WTS LKD ORD IND & COM BK CHINA 05/12/24	GB00BTDFP544	SDRV	Securitised derivatives			12/12/2014	05/12/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46LN	HSBC BANK PLC	MKT ACC WTS LKD A SHS NINGBO 09/09/19	GB00BD37B051	SDRV	Securitised derivatives			19/09/2016	09/09/2019	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46ME	HSBC BANK PLC	WRNTS LKD A SHRS CHN MER SEC 19/02/21	GB00B4128B93	SDRV	Securitised derivatives			28/02/2011	19/02/2021	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46MZ	HSBC BANK PLC	WTS LKD ORDS A LIZVON PHARMA 04/12/24	GB00BTC31V70	SDRV	Securitised derivatives			15/12/2014	04/12/2024	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46NN	HSBC BANK PLC	WRNTS LKD ORD A SHRS CSR CORP 02/03/21	GB00B46DM372	SDRV	Securitised derivatives			09/03/2011	02/03/2021	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46NP	HSBC BANK PLC	WRNTS LKD ORD A SHRS SAN HEA CO 02/03/21	GB00B3V8PF35	SDRV	Securitised derivatives			09/03/2011	02/03/2021	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
46NQ	HSBC BANK PLC	WRNTS LKD ORD A SHRS GF SECS 02/03/21	GB00B54MLX68	SDRV	Securitised derivatives			09/03/2011	02/03/2021	United Kingdom	USD	MAIN MARKET	Standard Securitised Derivatives	CWTR	UIDW
