07/04/2017	ALPHA FX GROUP PLC	Financials	Financial Services	United Kingdom	Europe	AIM 	No	211.63
20/12/2017	ALPHA GROWTH PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	2.29
21/12/2006	ALPHA REAL TRUST LIMITED	Financials	Real Estate	Guernsey	Europe	MAIN MARKET 	No	88.01
17/09/2015	ALTERNATIVE LIQUIDITY FUND LIMITED	Financials	Financial Services	Guernsey	Europe	MAIN MARKET 	No	17.43
07/11/2005	ALTITUDE GROUP PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	AIM 	No	43.96
10/03/2005	ALTONA ENERGY PLC	Basic Materials	Basic Resources	United Kingdom	Europe	AIM 	No	4.13
10/08/2017	ALTUS STRATEGIES PLC	Basic Materials	Basic Resources	United Kingdom	Europe	AIM 	No	6.13
19/12/2014	ALTYN PLC	Basic Materials	Basic Resources	United Kingdom	Europe	MAIN MARKET 	No	20.54
30/05/1986	ALUMASC GROUP PLC	Industrials	Construction & Materials	United Kingdom	Europe	MAIN MARKET 	No	50.41
30/11/2010	ALUMINIUM BAHRAIN B.S.C.	Basic Materials	Basic Resources	Bahrain	Middle East	MAIN MARKET 	Yes	-
22/02/2001	AMATI AIM VCT PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	142.99
13/05/2015	AMEDEO AIR FOUR PLUS LIMITED	Industrials	Industrial Goods & Services	Guernsey	Europe	MAIN MARKET 	No	690.42
25/11/2004	AMEDEO RESOURCES PLC	Financials	Financial Services	United Kingdom	Europe	AIM 	No	3.1
06/10/2017	AMER GROUP HOLDING COMPANY S.A.E	Financials	Real Estate	Egypt	Middle East	ADMISSION TO TRADING ONLY 	Yes	-
16/11/2004	AMERISUR RESOURCES PLC	Oil & Gas	Oil & Gas	United Kingdom	Europe	AIM 	No	143.89
05/12/2005	AMIAD WATER SYSTEMS LTD	Industrials	Industrial Goods & Services	Israel	Middle East	AIM 	Yes	56.21
29/06/2018	AMIGO HOLDINGS PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	1,172.17
06/07/1995	AMINEX PLC	Oil & Gas	Oil & Gas	Ireland	Europe	MAIN MARKET 	Yes	61.03
09/06/2004	AMINO TECHNOLOGIES PLC	Technology	Technology	United Kingdom	Europe	AIM 	No	151.11
23/08/2005	AMPHION INNOVATIONS PLC	Financials	Financial Services	Isle of Man	Europe	AIM 	No	1.42
19/04/2016	AMRYT PHARMA PLC	Health Care	Health Care	United Kingdom	Europe	AIM 	No	46.03
25/11/2004	AMTEK AUTO LD	Consumer Goods	Automobiles & Parts	India	Asia	MAIN MARKET 	Yes	-
15/03/2006	AMUR MINERALS CORPORATION	Basic Materials	Basic Resources	British Virgin Islands	North America	AIM 	Yes	30.03
10/10/1991	ANA HOLDINGS INC.	Consumer Services	Travel & Leisure	Japan	Asia	ADMISSION TO TRADING ONLY 	Yes	-
16/05/2016	ANDALAS ENERGY AND POWER PLC	Oil & Gas	Oil & Gas	Isle of Man	Europe	AIM 	No	3.24
24/12/2001	ANDREWS SYKES GROUP PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	AIM 	No	274.13
20/06/2018	ANEXO GROUP PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	AIM 	No	138.6
17/03/2004	ANGLE PLC	Health Care	Health Care	United Kingdom	Europe	AIM 	No	63.05
06/06/1988	ANGLESEY MINING PLC	Basic Materials	Basic Resources	United Kingdom	Europe	MAIN MARKET 	No	2.58
13/07/2017	ANGLING DIRECT PLC	Consumer Services	Retail	United Kingdom	Europe	AIM 	No	44.72
22/07/2015	ANGLO AFRICAN AGRICULTURE PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	1.94
06/03/2017	ANGLO AFRICAN OIL & GAS PLC	Oil & Gas	Oil & Gas	United Kingdom	Europe	AIM 	No	14.99
24/05/1999	ANGLO AMERICAN PLC	Basic Materials	Basic Resources	United Kingdom	Europe	MAIN MARKET 	No	24,204.25
29/07/2005	ANGLO ASIAN MINING PLC	Basic Materials	Basic Resources	United Kingdom	Europe	AIM 	No	75.45
30/12/1996	ANGLO PACIFIC GROUP PLC	Basic Materials	Basic Resources	United Kingdom	Europe	MAIN MARKET 	No	265.78
24/04/1985	ANGLO-EASTERN PLANTATIONS PLC	Consumer Goods	Food & Beverage	United Kingdom	Europe	MAIN MARKET 	No	225.93
14/11/2016	ANGUS ENERGY PLC	Oil & Gas	Oil & Gas	United Kingdom	Europe	AIM 	No	30.54
15/01/2008	ANIMALCARE GROUP PLC	Health Care	Health Care	United Kingdom	Europe	AIM 	No	112.24
28/11/2006	ANPARIO PLC	Health Care	Health Care	United Kingdom	Europe	AIM 	No	114.59
05/07/1982	ANTOFAGASTA PLC	Basic Materials	Basic Resources	United Kingdom	Europe	MAIN MARKET 	No	8,429.07
27/09/2004	AO MOSENERGO	Utilities	Utilities	Russian Federation	Europe	ADMISSION TO TRADING ONLY 	Yes	-
03/03/2014	AO WORLD PLC	Consumer Services	Retail	United Kingdom	Europe	MAIN MARKET 	No	642.3
18/12/2002	AORTECH INTERNATIONAL PLC	Health Care	Health Care	United Kingdom	Europe	AIM 	No	10.57
15/06/2015	APAX GLOBAL ALPHA LIMITED	Financials	Financial Services	Guernsey	Europe	MAIN MARKET 	No	670.35
12/11/2002	APC TECHNOLOGY GROUP PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	AIM 	No	13.04
19/06/2015	APPLEGREEN PLC	Consumer Services	Retail	Ireland	Europe	AIM 	Yes	528.27
20/11/2013	APPLIED GRAPHENE MATERIALS PLC	Basic Materials	Chemicals	United Kingdom	Europe	AIM 	No	22
05/09/2017	APPSCATTER GROUP PLC	Technology	Technology	United Kingdom	Europe	AIM 	No	26.65
26/08/2016	APQ GLOBAL LIMITED	Financials	Financial Services	Guernsey	Europe	AIM 	No	68.69
28/08/2014	AQUILA SERVICES GROUP PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	14.64
14/06/2018	AQUIS EXCHANGE PLC	Financials	Financial Services	United Kingdom	Europe	AIM 	No	118.78
21/09/2016	ARABIAN FOOD INDUSTRIES COMPANY DOMTY S.A.E.	Consumer Goods	Food & Beverage	Egypt	Middle East	ADMISSION TO TRADING ONLY 	Yes	-
27/06/2005	ARBUTHNOT BANKING GROUP PLC	Financials	Financial Services	United Kingdom	Europe	AIM 	No	215.15
15/09/2010	ARC MINERALS LIMITED	Basic Materials	Basic Resources	British Virgin Islands	North America	AIM 	Yes	23.46
04/12/2000	ARCONTECH GROUP PLC	Technology	Technology	United Kingdom	Europe	AIM 	No	18.36
19/07/2006	ARDEN PARTNERS PLC	Financials	Financial Services	United Kingdom	Europe	AIM 	No	10.38
25/07/2017	ARENA EVENTS GROUP PLC	Consumer Services	Travel & Leisure	United Kingdom	Europe	AIM 	No	103.81
03/08/2018	ARGO BLOCKCHAIN PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	MAIN MARKET 	No	22.03
18/11/2008	ARGO GROUP LIMITED	Financials	Financial Services	Isle of Man	Europe	AIM 	No	8.35
29/07/2010	ARGOS RESOURCES LIMITED	Oil & Gas	Oil & Gas	Falkland Islands	Latin America	AIM 	Yes	13.52
25/05/2006	ARIAN SILVER CORPORATION	Basic Materials	Basic Resources	British Virgin Islands	North America	AIM 	Yes	1.44
28/07/2005	ARIANA RESOURCES PLC	Basic Materials	Basic Resources	United Kingdom	Europe	AIM 	No	13.25
17/02/2017	ARIX BIOSCIENCE PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	235.94
13/02/2006	ARMADALE CAPITAL PLC	Utilities	Utilities	United Kingdom	Europe	AIM 	No	4.92
12/09/2013	ARRICANO REAL ESTATE PLC	Financials	Real Estate	Cyprus	Europe	AIM 	Yes	43.56
11/10/2013	ARROW GLOBAL GROUP PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	407.17
16/10/1998	ARTEMIS ALPHA TRUST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	129.29
14/12/2004	ARTEMIS VCT PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	37.74
08/01/2007	ARTILIUM PLC	Technology	Technology	United Kingdom	Europe	AIM 	No	80.98
13/07/2018	ASA INTERNATIONAL GROUP PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	479.6
10/11/2004	ASCENT RESOURCES PLC	Oil & Gas	Oil & Gas	United Kingdom	Europe	AIM 	No	17.58
09/02/2016	ASCENTIAL PLC	Consumer Services	Media	United Kingdom	Europe	MAIN MARKET 	No	1,675.03
05/04/2007	ASEANA PROPERTIES LIMITED	Financials	Real Estate	Jersey	Europe	MAIN MARKET 	No	83.42
05/12/1985	ASHLEY (LAURA) HOLDINGS PLC	Consumer Services	Retail	United Kingdom	Europe	MAIN MARKET 	No	37.3
15/01/2007	ASHLEY HOUSE PLC	Industrials	Construction & Materials	United Kingdom	Europe	AIM 	No	7.95
12/12/2007	ASHMORE GLOBAL OPPORTUNITIES LIMITED	Financials	Financial Services	Guernsey	Europe	MAIN MARKET 	No	19.66
17/10/2006	ASHMORE GROUP PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	2,594.38
06/07/2018	ASHOKA INDIA EQUITY INVESTMENT TRUST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	43.93
31/01/1000	ASHPOL PLC			United Kingdom	Europe	MAIN MARKET 	No	-
08/10/1990	ASHTEAD GROUP PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	MAIN MARKET 	No	11,801.13
16/09/1996	ASIA CEMENT CORPORATION	Industrials	Construction & Materials	Taiwan	Asia	PROFESSIONAL SECURITIES MARKET 	Yes	-
13/12/2006	ASIAMET RESOURCES LIMITED	Basic Materials	Basic Resources	Bermuda	North America	AIM 	Yes	92.86
03/10/2001	ASOS PLC	Consumer Services	Retail	United Kingdom	Europe	AIM 	No	4,818.75
30/03/2007	ASSETCO PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	AIM 	No	47.01
05/11/1937	ASSOCIATED BRITISH ENGINEERING PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	MAIN MARKET 	No	0.82
01/08/1994	ASSOCIATED BRITISH FOODS PLC	Consumer Goods	Food & Beverage	United Kingdom	Europe	MAIN MARKET 	No	18,129.34
28/01/2015	ASSURA PLC	Financials	Real Estate	United Kingdom	Europe	MAIN MARKET 	No	1,294.04
01/06/1993	ASTRAZENECA PLC	Health Care	Health Care	United Kingdom	Europe	MAIN MARKET 	No	75,538.06
09/05/2005	ATALAYA MINING PLC	Basic Materials	Basic Resources	Cyprus	Europe	AIM 	Yes	354.33
24/09/2008	ATHELNEY TRUST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	5.29
10/05/1996	ATLANTIS JAPAN GROWTH FUND LD	Financials	Financial Services	Guernsey	Europe	MAIN MARKET 	No	108.57
20/12/2013	ATLAS MARA LIMITED	Financials	Financial Services	British Virgin Islands	North America	MAIN MARKET 	Yes	304.65
19/08/2014	ATTRAQT GROUP PLC	Technology	Technology	United Kingdom	Europe	AIM 	No	38.29
22/08/2014	AUCTUS GROWTH PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	0.96
12/12/2005	AUDIOBOOM GROUP PLC	Consumer Services	Media	Jersey	Europe	AIM 	No	27.28
15/12/2004	AUGEAN PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	AIM 	No	54.87
13/03/2018	AUGMENTUM FINTECH PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	94.71
25/04/2006	AUKETT SWANKE GROUP PLC	Industrials	Construction & Materials	United Kingdom	Europe	AIM 	No	3.68
12/09/2016	AURA ENERGY LIMITED	Basic Materials	Basic Resources	Australia	Pacific	AIM 	Yes	12.87
14/03/1997	AURORA INVESTMENT TRUST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	117.16
22/08/2016	AUTINS GROUP PLC	Consumer Goods	Automobiles & Parts	United Kingdom	Europe	AIM 	No	8.07
24/03/2015	AUTO TRADER GROUP PLC	Consumer Services	Media	United Kingdom	Europe	MAIN MARKET 	No	4,193.20
08/08/2006	AVACTA GROUP PLC	Health Care	Health Care	United Kingdom	Europe	AIM 	No	28.87
06/05/2010	AVANGARDCO INVESTMENTS PUBLIC LIMITED	Consumer Goods	Food & Beverage	Cyprus	Europe	MAIN MARKET 	Yes	-
16/04/2007	AVANTI COMMUNICATIONS GROUP PLC	Telecommunications	Telecommunications	United Kingdom	Europe	AIM 	No	110.33
10/05/2018	AVAST PLC	Technology	Technology	United Kingdom	Europe	MAIN MARKET 	No	2,702.71
06/10/2010	AVATION PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	MAIN MARKET 	No	156.59
13/04/2011	AVESORO RESOURCES INC.	Basic Materials	Basic Resources	Canada	North America	AIM 	Yes	138.68
05/12/1996	AVEVA GROUP PLC	Technology	Technology	United Kingdom	Europe	MAIN MARKET 	No	4,666.86
14/10/2004	AVINGTRANS PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	AIM 	No	67.25
04/06/1990	AVIVA PLC	Financials	Insurance	United Kingdom	Europe	MAIN MARKET 	No	19,386.64
26/07/2002	AVOCET MINING PLC	Basic Materials	Basic Resources	United Kingdom	Europe	MAIN MARKET 	No	2.5
12/07/1949	AVON RUBBER PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	MAIN MARKET 	No	400.2
23/05/2005	AXA PROPERTY TRUST LIMITED	Financials	Real Estate	Guernsey	Europe	MAIN MARKET 	No	8.35
05/11/2015	AXIOM EUROPEAN FINANCIAL DEBT FUND LIMITED			Guernsey	Europe	MAIN MARKET 	No	82.89
22/03/2005	AXIS BANK LIMITED	Financials	Banks	India	Asia	PROFESSIONAL SECURITIES MARKET 	Yes	-
17/06/2014	B&M EUROPEAN VALUE RETAIL S.A.	Consumer Services	Retail	Luxembourg	Europe	MAIN MARKET 	Yes	3,870.17
02/02/2006	B.P. MARSH & PARTNERS PLC	Financials	Financial Services	United Kingdom	Europe	AIM 	No	117.31
08/06/1998	B.S.D CROWN LTD	Technology	Technology	Israel	Middle East	MAIN MARKET 	Yes	27.16
14/08/1989	BABCOCK INTERNATIONAL GROUP PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	MAIN MARKET 	No	3,655.46
26/03/2018	BACANORA LITHIUM PLC	Basic Materials	Basic Resources	United Kingdom	Europe	AIM 	No	46.39
11/02/1981	BAE SYSTEMS PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	MAIN MARKET 	No	20,115.50
15/04/2014	BAGIR GROUP LTD.	Consumer Goods	Personal & Household Goods	Israel	Middle East	AIM 	Yes	7.3
16/06/2010	BAHAMAS PETROLEUM COMPANY PLC	Oil & Gas	Oil & Gas	Isle of Man	Europe	AIM 	No	24.77
09/08/2004	BAILEY (C.H.) PLC	Industrials	Industrial Goods & Services	United Kingdom	Europe	AIM 	No	8.05
14/12/1981	BAILLIE GIFFORD JAPAN TRUST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	783.08
01/07/1985	BAILLIE GIFFORD SHIN NIPPON PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	544.53
10/03/1994	BAILLIE GIFFORD UK GROWTH FUND PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	275.83
23/03/2018	BAILLIE GIFFORD US GROWTH TRUST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	282.27
28/04/2010	BAKER STEEL RESOURCES TRUST LIMITED	Financials	Financial Services	Guernsey	Europe	MAIN MARKET 	No	48.19
03/11/2017	BAKKAVOR GROUP PLC	Consumer Goods	Food & Beverage	United Kingdom	Europe	MAIN MARKET 	No	979.23
28/06/1945	BALFOUR BEATTY PLC	Industrials	Construction & Materials	United Kingdom	Europe	MAIN MARKET 	No	2,014.16
03/10/1988	BANCO BILBAO VIZCAYA ARGENTARIA S.A.	Financials	Banks	Spain	Europe	MAIN MARKET 	Yes	32,409.11
01/07/2005	BANCO SANTANDER S.A.	Financials	Banks	Spain	Europe	MAIN MARKET 	Yes	62,446.91
30/06/2005	BANGO PLC	Technology	Technology	United Kingdom	Europe	AIM 	No	111.55
06/11/1996	BANK AUDI S.A.L.	Financials	Banks	Lebanon	Middle East	MAIN MARKET 	Yes	-
19/01/2017	BANK OF CYPRUS HOLDINGS PUBLIC LIMITED COMPANY	Financials	Banks	Ireland	Europe	MAIN MARKET 	Yes	874.33
21/05/2018	BANK OF GEORGIA GROUP PLC	Financials	Banks	United Kingdom	Europe	MAIN MARKET 	No	841.49
14/01/1959	BANK OF IRELAND (GOVERNOR & COMPANY OF THE)	Financials	Banks	United Kingdom	Europe	MAIN MARKET 	No	34.24
10/07/2017	BANK OF IRELAND GROUP PLC	Financials	Banks	Ireland	Europe	MAIN MARKET 	Yes	6,409.16
03/11/2000	BANK PEKAO SA	Financials	Banks	Poland	Europe	MAIN MARKET 	Yes	-
12/01/1957	BANKERS INVESTMENT TRUST PLC	Financials	Financial Services	United Kingdom	Europe	MAIN MARKET 	No	1,102.23
